年,賞タイトル,賞,受賞・最終候補作,著者,出版,著者__受賞・最終候補作,key,追加日時,発表日,並べ順日付,ISBN10,複数受賞,calil,ImageURL,賞タイプ
2025,本格ミステリ・ベスト10,海外04,ぼくの家族はみんな誰かを殺してる,ベンジャミン・スティーヴンソン,,ベンジャミン・スティーヴンソン__ぼくの家族はみんな誰かを殺してる,2025_本格ミステリ・ベスト10_海外04_ぼくの家族はみんな誰かを殺してる_ベンジャミン・スティーヴンソン,2024/12/09 17:18:38,2024/12/09,2024/12/09,4596961328,4,https://calil.jp/book/4596961328,https://images-na.ssl-images-amazon.com/images/P/4596961328.09.LZZZZZZZ,候補
2025,本格ミステリ・ベスト10,海外05,喪服の似合う少女,陸秋槎,,陸秋槎__喪服の似合う少女,2025_本格ミステリ・ベスト10_海外05_喪服の似合う少女_陸秋槎,2024/12/09 17:18:38,2024/12/09,2024/12/09,415002006X,3,https://calil.jp/book/415002006X,https://images-na.ssl-images-amazon.com/images/P/415002006X.09.LZZZZZZZ,候補
2025,本格ミステリ・ベスト10,海外06,白薔薇殺人事件,クリスティン・ペリン,,クリスティン・ペリン__白薔薇殺人事件,2025_本格ミステリ・ベスト10_海外06_白薔薇殺人事件_クリスティン・ペリン,2024/12/09 17:18:38,2024/12/09,2024/12/09,4488239056,2,https://calil.jp/book/4488239056,https://images-na.ssl-images-amazon.com/images/P/4488239056.09.LZZZZZZZ,候補
2025,本格ミステリ・ベスト10,海外07,ターングラス,ガレス・ルービン,,ガレス・ルービン__ターングラス,2025_本格ミステリ・ベスト10_海外07_ターングラス_ガレス・ルービン,2024/12/09 17:18:38,2024/12/09,2024/12/09,4152103620,1,https://calil.jp/book/4152103620,https://images-na.ssl-images-amazon.com/images/P/4152103620.09.LZZZZZZZ,候補
2025,本格ミステリ・ベスト10,海外08,モルグ館の客人,マーティン・エドワーズ,,マーティン・エドワーズ__モルグ館の客人,2025_本格ミステリ・ベスト10_海外08_モルグ館の客人_マーティン・エドワーズ,2024/12/09 17:18:38,2024/12/09,2024/12/09,4151856528,1,https://calil.jp/book/4151856528,https://images-na.ssl-images-amazon.com/images/P/4151856528.09.LZZZZZZZ,候補
2025,本格ミステリ・ベスト10,海外09,極夜の灰,サイモン・モックラー,,サイモン・モックラー__極夜の灰,2025_本格ミステリ・ベスト10_海外09_極夜の灰_サイモン・モックラー,2024/12/09 17:18:38,2024/12/09,2024/12/09,4488126111,1,https://calil.jp/book/4488126111,https://images-na.ssl-images-amazon.com/images/P/4488126111.09.LZZZZZZZ,候補
2025,本格ミステリ・ベスト10,海外10,孔雀屋敷,イーデン・フィルポッツ,,イーデン・フィルポッツ__孔雀屋敷,2025_本格ミステリ・ベスト10_海外10_孔雀屋敷_イーデン・フィルポッツ,2024/12/09 17:18:38,2024/12/09,2024/12/09,4488111076,1,https://calil.jp/book/4488111076,https://images-na.ssl-images-amazon.com/images/P/4488111076.09.LZZZZZZZ,候補
2024,司馬遼太郎賞,2024年（令和6年）第28回,日ソ戦争 帝国日本最後の戦い,麻田雅文,,麻田雅文__日ソ戦争 帝国日本最後の戦い,2024_司馬遼太郎賞_2024年（令和6年）第28回_日ソ戦争 帝国日本最後の戦い_麻田雅文,2024/12/03 0:43:16,2024/12/02,2024/12/02,4121027981,1,https://calil.jp/book/4121027981,https://images-na.ssl-images-amazon.com/images/P/4121027981.09.LZZZZZZZ,3受賞!
2024,舟橋聖一文学賞,第18回（2024年度）受賞,火の神の砦,犬飼六岐,文芸春秋,犬飼六岐__火の神の砦,2024_舟橋聖一文学賞_第18回（2024年度）受賞_火の神の砦_犬飼六岐,2024/12/09 17:14:17,2024/11/27,2024/11/27,4163918264,1,https://calil.jp/book/4163918264,https://images-na.ssl-images-amazon.com/images/P/4163918264.09.LZZZZZZZ,3受賞!
2025,ミステリが読みたい!,国内編01,地雷グリコ,青崎有吾,,青崎有吾__地雷グリコ,2025_ミステリが読みたい!_国内編01_地雷グリコ_青崎有吾,2024/12/09 17:01:22,2024/11/25,2024/11/25,404111165X,8,https://calil.jp/book/404111165X,https://images-na.ssl-images-amazon.com/images/P/404111165X.09.LZZZZZZZ,1大賞!
2025,ミステリが読みたい!,海外編01,死はすぐそばに,アンソニー・ホロヴィッツ,,アンソニー・ホロヴィッツ__死はすぐそばに,2025_ミステリが読みたい!_海外編01_死はすぐそばに_アンソニー・ホロヴィッツ,2024/12/09 17:01:22,2024/11/25,2024/11/25,4488265154,4,https://calil.jp/book/4488265154,https://images-na.ssl-images-amazon.com/images/P/4488265154.09.LZZZZZZZ,1大賞!
2025,ミステリが読みたい!,国内編02,冬期限定ボンボンショコラ事件,米澤穂信,,米澤穂信__冬期限定ボンボンショコラ事件,2025_ミステリが読みたい!_国内編02_冬期限定ボンボンショコラ事件_米澤穂信,2024/12/09 17:01:22,2024/11/25,2024/11/25,4488451128,4,https://calil.jp/book/4488451128,https://images-na.ssl-images-amazon.com/images/P/4488451128.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,国内編03,ぼくは化け物きみは怪物,白井智之,,白井智之__ぼくは化け物きみは怪物,2025_ミステリが読みたい!_国内編03_ぼくは化け物きみは怪物_白井智之,2024/12/09 17:01:22,2024/11/25,2024/11/25,4334104037,4,https://calil.jp/book/4334104037,https://images-na.ssl-images-amazon.com/images/P/4334104037.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,国内編04,檜垣澤家の炎上,永嶋恵美,,永嶋恵美__檜垣澤家の炎上,2025_ミステリが読みたい!_国内編04_檜垣澤家の炎上_永嶋恵美,2024/12/09 17:01:22,2024/11/25,2024/11/25,4101054517,3,https://calil.jp/book/4101054517,https://images-na.ssl-images-amazon.com/images/P/4101054517.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,国内編05,少女には向かない完全犯罪,方丈貴恵,,方丈貴恵__少女には向かない完全犯罪,2025_ミステリが読みたい!_国内編05_少女には向かない完全犯罪_方丈貴恵,2024/12/09 17:01:22,2024/11/25,2024/11/25,4065367107,4,https://calil.jp/book/4065367107,https://images-na.ssl-images-amazon.com/images/P/4065367107.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,国内編06,伯爵と三つの棺,潮谷験,,潮谷験__伯爵と三つの棺,2025_ミステリが読みたい!_国内編06_伯爵と三つの棺_潮谷験,2024/12/09 17:01:22,2024/11/25,2024/11/25,4065361753,3,https://calil.jp/book/4065361753,https://images-na.ssl-images-amazon.com/images/P/4065361753.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,国内編07,虚史のリズム,奥泉光,,奥泉光__虚史のリズム,2025_ミステリが読みたい!_国内編07_虚史のリズム_奥泉光,2024/12/09 17:01:22,2024/11/25,2024/11/25,4087718395,1,https://calil.jp/book/4087718395,https://images-na.ssl-images-amazon.com/images/P/4087718395.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,国内編08,六色の蛹,櫻田智也,,櫻田智也__六色の蛹,2025_ミステリが読みたい!_国内編08_六色の蛹_櫻田智也,2024/12/09 17:01:22,2024/11/25,2024/11/25,4488029035,3,https://calil.jp/book/4488029035,https://images-na.ssl-images-amazon.com/images/P/4488029035.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,国内編09,乱歩殺人事件――「悪霊」ふたたび,芦辺拓,,芦辺拓__乱歩殺人事件――「悪霊」ふたたび,2025_ミステリが読みたい!_国内編09_乱歩殺人事件――「悪霊」ふたたび_芦辺拓,2024/12/09 17:01:22,2024/11/25,2024/11/25,4041146356,2,https://calil.jp/book/4041146356,https://images-na.ssl-images-amazon.com/images/P/4041146356.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,国内編10,難問の多い料理店,結城真一郎,,結城真一郎__難問の多い料理店,2025_ミステリが読みたい!_国内編10_難問の多い料理店_結城真一郎,2024/12/09 17:01:22,2024/11/25,2024/11/25,4087718700,1,https://calil.jp/book/4087718700,https://images-na.ssl-images-amazon.com/images/P/4087718700.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編02,ビリー・サマーズ,スティーヴン・キング,,スティーヴン・キング__ビリー・サマーズ,2025_ミステリが読みたい!_海外編02_ビリー・サマーズ_スティーブン・キング,2024/12/09 17:01:22,2024/11/25,2024/11/25,4163918310,3,https://calil.jp/book/4163918310,https://images-na.ssl-images-amazon.com/images/P/4163918310.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編03,エイレングラフ弁護士の事件簿,ローレンス・ブロック,,ローレンス・ブロック__エイレングラフ弁護士の事件簿,2025_ミステリが読みたい!_海外編03_エイレングラフ弁護士の事件簿_ローレンス・ブロック,2024/12/09 17:01:22,2024/11/25,2024/11/25,4167922789,3,https://calil.jp/book/4167922789,https://images-na.ssl-images-amazon.com/images/P/4167922789.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編04,両京十五日,馬伯庸,,馬伯庸__両京十五日,2025_ミステリが読みたい!_海外編04_両京十五日_馬伯庸,2024/12/09 17:01:22,2024/11/25,2024/11/25,4150020000,3,https://calil.jp/book/4150020000,https://images-na.ssl-images-amazon.com/images/P/4150020000.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編05,喪服の似合う少女,陸秋槎,,陸秋槎__喪服の似合う少女,2025_ミステリが読みたい!_海外編05_喪服の似合う少女_陸秋槎,2024/12/09 17:01:22,2024/11/25,2024/11/25,415002006X,3,https://calil.jp/book/415002006X,https://images-na.ssl-images-amazon.com/images/P/415002006X.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編06,すべての罪は血を流す,S・A・コスビー,,S・A・コスビー__すべての罪は血を流す,2025_ミステリが読みたい!_海外編06_すべての罪は血を流す_S・A・コスビー,2024/12/09 17:01:22,2024/11/25,2024/11/25,4596823960,3,https://calil.jp/book/4596823960,https://images-na.ssl-images-amazon.com/images/P/4596823960.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編07,身代わりの女,シャロン・ボルトン,,シャロン・ボルトン__身代わりの女,2025_ミステリが読みたい!_海外編07_身代わりの女_シャロン・ボルトン,2024/12/09 17:01:22,2024/11/25,2024/11/25,4102405410,2,https://calil.jp/book/4102405410,https://images-na.ssl-images-amazon.com/images/P/4102405410.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編08,ボタニストの殺人,Ｍ・Ｗ・クレイヴン,,Ｍ・Ｗ・クレイヴン__ボタニストの殺人,2025_ミステリが読みたい!_海外編08_ボタニストの殺人_Ｍ・Ｗ・クレイヴン,2024/12/09 17:01:22,2024/11/25,2024/11/25,4151842551,4,https://calil.jp/book/4151842551,https://images-na.ssl-images-amazon.com/images/P/4151842551.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編09,魂に秩序を,マット・ラフ,,マット・ラフ__魂に秩序を,2025_ミステリが読みたい!_海外編09_魂に秩序を_マット・ラフ,2024/12/09 17:01:22,2024/11/25,2024/11/25,410240581X,2,https://calil.jp/book/410240581X,https://images-na.ssl-images-amazon.com/images/P/410240581X.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編10,白薔薇殺人事件,クリスティン・ペリン,,クリスティン・ペリン__白薔薇殺人事件,2025_ミステリが読みたい!_海外編10_白薔薇殺人事件_クリスティン・ペリン,2024/12/09 17:01:22,2024/11/25,2024/11/25,4488239056,2,https://calil.jp/book/4488239056,https://images-na.ssl-images-amazon.com/images/P/4488239056.09.LZZZZZZZ,候補
2025,ミステリが読みたい!,海外編10,ぼくの家族はみんな誰かを殺してる,ベンジャミン・スティーヴンソン,,ベンジャミン・スティーヴンソン__ぼくの家族はみんな誰かを殺してる,2025_ミステリが読みたい!_海外編10_僕の家族はみんな誰かを殺してる_ベンジャミン・スティーヴンソン,2024/12/09 17:01:22,2024/11/25,2024/11/25,4596961328,4,https://calil.jp/book/4596961328,https://images-na.ssl-images-amazon.com/images/P/4596961328.09.LZZZZZZZ,候補
2024,小学館ジュニア文庫 小説賞,第10回（2024年度）大賞,該当作なし,なし,小学館,なし__該当作なし,2024_小学館ジュニア文庫 小説賞_第10回（2024年度）大賞_該当作なし_なし,2024/12/22 21:23:43,2024/11/15,2024/11/15,n,0,https://calil.jp/book/n,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
2024,小学館ジュニア文庫 小説賞,第10回（2024年度）金賞,少し見えてるブラザーズ,小倉はん,小学館,小倉はん__少し見えてるブラザーズ,2024_小学館ジュニア文庫 小説賞_第10回（2024年度）金賞_少し見えてるブラザーズ_小倉はん,2024/12/22 21:23:43,2024/11/15,2024/11/15,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2金賞!
2024,電撃小説大賞,第31回（2024年）大賞,妖精の物理学―PHysics PHenomenon PHantom―,電磁幽体,,電磁幽体__妖精の物理学―PHysics PHenomenon PHantom―,2024_電撃小説大賞_第31回（2024年）大賞_妖精の物理学―PHysics PHenomenon PHantom―_電磁幽体,2024/11/23 20:04:42,2024/11/11,2024/11/11,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1大賞!
2024,電撃小説大賞,第31回（2024年）金賞,君の電波にノイズはいらない,神宮寺文鷹,,神宮寺文鷹__君の電波にノイズはいらない,2024_電撃小説大賞_第31回（2024年）金賞_君の電波にノイズはいらない_神宮寺文鷹,2024/11/23 20:04:42,2024/11/11,2024/11/11,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,2金賞!
2024,電撃小説大賞,第31回（2024年）メディアワークス文庫賞,タロットループの夏,姉崎あきか,,姉崎あきか__タロットループの夏,2024_電撃小説大賞_第31回（2024年）メディアワークス文庫賞_タロットループの夏_姉崎あきか,2024/11/23 20:04:42,2024/11/11,2024/11/11,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,ほか
2024,電撃小説大賞,第31回（2024年）メディアワークス文庫賞,古典確率では説明できない双子の相関やそれに関わる現象,アズマドウアンズ,,アズマドウアンズ__古典確率では説明できない双子の相関やそれに関わる現象,2024_電撃小説大賞_第31回（2024年）メディアワークス文庫賞_古典確率では説明できない双子の相関やそれに関わる現象_アズマドウアンズ,2024/11/23 20:04:42,2024/11/11,2024/11/11,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,ほか
2024,野間文芸賞,第77回/2024,列,中村文則,,中村文則__列,2024_野間文芸賞_第77回/2024_列_中村文則,2024/11/06 0:40:29,2024/11/06,2024/11/06,4065333393,1,https://calil.jp/book/4065333393,https://images-na.ssl-images-amazon.com/images/P/4065333393.09.LZZZZZZZ,3受賞!
2024,野間文芸新人賞,第46回/2024,月ぬ走いや、馬ぬ走い,豊永浩平,2024年7月刊,豊永浩平__月ぬ走いや、馬ぬ走い,2024_野間文芸新人賞_第46回/2024_月ぬ走いや、馬ぬ走い_豊永浩平,2024/11/17 10:54:31,2024/11/05,2024/11/05,4065363721,1,https://calil.jp/book/4065363721,https://images-na.ssl-images-amazon.com/images/P/4065363721.09.LZZZZZZZ,3受賞!
2024,日本ミステリー文学大賞新人賞,第28回（2024年度）受賞,午前零時の評議室,衣刀信吾,,衣刀信吾__午前零時の評議室,2024_日本ミステリー文学大賞新人賞_第28回（2024年度）受賞_午前零時の評議室_衣刀信吾,2024/11/02 19:19:32,2024/11/01,2024/11/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2024,日本ミステリー文学大賞新人賞,第28回（2024年度）候補,彷徨う虫,柏村純,,柏村純__彷徨う虫,2024_日本ミステリー文学大賞新人賞_第28回（2024年度）候補_彷徨う虫_柏村純,2024/10/24 0:43:09,2024/11/01,2024/11/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,日本ミステリー文学大賞新人賞,第28回（2024年度）候補,シリコンゲーム,雲井登一,,雲井登一__シリコンゲーム,2024_日本ミステリー文学大賞新人賞_第28回（2024年度）候補_シリコンゲーム_雲井登一,2024/10/24 0:43:09,2024/11/01,2024/11/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,日本ミステリー文学大賞新人賞,第28回（2024年度）候補,夏のかさぶた,榛葉丈,,榛葉丈__夏のかさぶた,2024_日本ミステリー文学大賞新人賞_第28回（2024年度）候補_夏のかさぶた_榛葉丈,2024/10/24 0:43:09,2024/11/01,2024/11/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,論創ミステリ大賞,第3回（2024）受賞,遅い春,伊達虔,,伊達虔__遅い春,2024_論創ミステリ大賞_第3回（2024）受賞_遅い春_伊達虔,2024/11/17 10:52:17,2024/11/01,2024/11/01,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2024,大藪春彦新人賞,第8回（2024）受賞,女衒事業者,花邑あきら,,花邑あきら__女衒事業者,2024_大藪春彦新人賞_第8回（2024）受賞_女衒事業者_花邑あきら,2024/11/02 19:11:30,2024/10/30,2024/10/30,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2024,大藪春彦新人賞,第8回（2024）候補,支笏湖ジャンクション,袴田敦史,,袴田敦史__支笏湖ジャンクション,2024_大藪春彦新人賞_第8回（2024）候補_支笏湖ジャンクション_袴田敦史,2024/10/04 0:43:09,2024/10/30,2024/10/30,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,大藪春彦新人賞,第8回（2024）候補,生きる資格,齋希知夏,,齋希知夏__生きる資格,2024_大藪春彦新人賞_第8回（2024）候補_生きる資格_齋希知夏,2024/10/04 0:43:09,2024/10/30,2024/10/30,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,大藪春彦新人賞,第8回（2024）候補,独り火,河野敬子,,河野敬子__独り火,2024_大藪春彦新人賞_第8回（2024）候補_独り火_河野敬子,2024/10/04 0:43:09,2024/10/30,2024/10/30,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,大藪春彦新人賞,第8回（2024）候補,スピーナ,流川小,,流川小__スピーナ,2024_大藪春彦新人賞_第8回（2024）候補_スピーナ_流川 小,2024/10/04 0:43:09,2024/10/30,2024/10/30,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,ばらのまち福山ミステリー文学新人賞,第17回（2024年）受賞,片腕の刑事,竹中篤通,,竹中篤通__片腕の刑事,2024_ばらのまち福山ミステリー文学新人賞_第17回（2024年）受賞_片腕の刑事_竹中篤通,2024/11/02 19:16:03,2024/10/29,2024/10/29,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,3受賞!
2024,ばらのまち福山ミステリー文学新人賞,第17回（2024年）候補,しおちゃんこの歌,永野茜,,永野茜__しおちゃんこの歌,2024_ばらのまち福山ミステリー文学新人賞_第17回（2024年）候補_しおちゃんこの歌_永野茜,2024/11/02 19:16:03,2024/10/29,2024/10/29,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,ばらのまち福山ミステリー文学新人賞,第17回（2024年）候補,春がいっぱい,清水靖幸,,清水靖幸__春がいっぱい,2024_ばらのまち福山ミステリー文学新人賞_第17回（2024年）候補_春がいっぱい_清水靖幸,2024/11/02 19:16:03,2024/10/29,2024/10/29,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,ばらのまち福山ミステリー文学新人賞,第17回（2024年）候補,レイン・キャッツ・アンド・ドッグス -Rain cats and dogs-,伊達俊介,,伊達俊介__レイン・キャッツ・アンド・ドッグス -Rain cats and dogs-,2024_ばらのまち福山ミステリー文学新人賞_第17回（2024年）候補_レイン・キャッツ・アンド・ドッグス -Rain cats and dogs-_伊達俊介,2024/11/02 19:16:03,2024/10/29,2024/10/29,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,候補
2024,講談社ラノベ文庫新人賞,第19回（2024年）佳作,ナルシストとその信者。〜クラスのいじめられっ子を助けたら異様に距離が近くなった件〜,和歌師ヤモ,,和歌師ヤモ__ナルシストとその信者。〜クラスのいじめられっ子を助けたら異様に距離が近くなった件〜,2024_講談社ラノベ文庫新人賞_第19回（2024年）佳作_ナルシストとその信者。〜クラスのいじめられっ子を助けたら異様に距離が近くなった件〜_和歌師ヤモ,2024/10/30 0:43:10,2024/10/29,2024/10/29,,1,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,佳作
