著者__受賞作,著者,受賞作,ISBN10,ImageURL,賞名,Calil
茨木昭__蓮根村のむすこたち,茨木昭,蓮根村のむすこたち,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_講談社児童文学新人賞_第17回（1976年度）佳作_蓮根村のむすこたち_茨木昭,https://calil.jp/search?q=%E8%8C%A8%E6%9C%A8%E6%98%AD%20%E8%93%AE%E6%A0%B9%E6%9D%91%E3%81%AE%E3%82%80%E3%81%99%E3%81%93%E3%81%9F%E3%81%A1
井上寿彦__三リットルの月光,井上寿彦,三リットルの月光,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_講談社児童文学新人賞_第17回（1976年度）佳作_三リットルの月光_井上寿彦,https://calil.jp/search?q=%E4%BA%95%E4%B8%8A%E5%AF%BF%E5%BD%A6%20%E4%B8%89%E3%83%AA%E3%83%83%E3%83%88%E3%83%AB%E3%81%AE%E6%9C%88%E5%85%89
伴野朗__五十万年の死角,伴野朗,五十万年の死角,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_江戸川乱歩賞_第22回（1976年度）受賞_五十万年の死角_伴野朗,https://calil.jp/search?q=%E4%BC%B4%E9%87%8E%E6%9C%97%20%E4%BA%94%E5%8D%81%E4%B8%87%E5%B9%B4%E3%81%AE%E6%AD%BB%E8%A7%92
川奈寛__魔性の石,川奈寛,魔性の石,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_江戸川乱歩賞_第22回（1976年度）候補_魔性の石_川奈寛,https://calil.jp/search?q=%E5%B7%9D%E5%A5%88%E5%AF%9B%20%E9%AD%94%E6%80%A7%E3%81%AE%E7%9F%B3
嵯峨崎遊__殉死の設計,嵯峨崎遊,殉死の設計,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_江戸川乱歩賞_第22回（1976年度）候補_殉死の設計_嵯峨崎遊,https://calil.jp/search?q=%E5%B5%AF%E5%B3%A8%E5%B4%8E%E9%81%8A%20%E6%AE%89%E6%AD%BB%E3%81%AE%E8%A8%AD%E8%A8%88
余志宏__虎の目は青かった,余志宏,虎の目は青かった,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_江戸川乱歩賞_第22回（1976年度）候補_虎の目は青かった_余志宏,https://calil.jp/search?q=%E4%BD%99%E5%BF%97%E5%AE%8F%20%E8%99%8E%E3%81%AE%E7%9B%AE%E3%81%AF%E9%9D%92%E3%81%8B%E3%81%A3%E3%81%9F
高柳芳夫__ライン河の舞姫,高柳芳夫,ライン河の舞姫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_江戸川乱歩賞_第22回（1976年度）候補_ライン河の舞姫_高柳芳夫,https://calil.jp/search?q=%E9%AB%98%E6%9F%B3%E8%8A%B3%E5%A4%AB%20%E3%83%A9%E3%82%A4%E3%83%B3%E6%B2%B3%E3%81%AE%E8%88%9E%E5%A7%AB
五木寛之__青春の門（筑豊篇ほか）,五木寛之,青春の門（筑豊篇ほか）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_吉川英治文学賞_第10回/1976年_青春の門（筑豊篇ほか）_五木寛之,https://calil.jp/search?q=%E4%BA%94%E6%9C%A8%E5%AF%9B%E4%B9%8B%20%E7%AD%91%E8%B1%8A%E7%AF%87%E3%81%BB%E3%81%8B
村上龍__限りなく透明に近いブルー,村上龍,限りなく透明に近いブルー,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_芥川賞_75回（1976年上半期）_限りなく透明に近いブルー_村上龍,https://calil.jp/search?q=%E6%9D%91%E4%B8%8A%E9%BE%8D%20%E9%99%90%E3%82%8A%E3%81%AA%E3%81%8F%E9%80%8F%E6%98%8E%E3%81%AB%E8%BF%91%E3%81%84%E3%83%96%E3%83%AB%E3%83%BC
ラリー・ニーヴン__Inferno（インフェルノ）,ラリー・ニーヴン,Inferno（インフェルノ）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ヒューゴー賞_長編小説部門_1976年 候補_Inferno（インフェルノ）_ラリー・ニーヴン,https://calil.jp/search?q=%E3%83%A9%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%8B%E3%83%BC%E3%83%B4%E3%83%B3%20%E3%82%A4%E3%83%B3%E3%83%95%E3%82%A7%E3%83%AB%E3%83%8E
ジェリー・パーネル__Inferno（インフェルノ）,ジェリー・パーネル,Inferno（インフェルノ）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ヒューゴー賞_長編小説部門_1976年 候補_Inferno（インフェルノ）_ジェリー・パーネル,https://calil.jp/search?q=%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%91%E3%83%BC%E3%83%8D%E3%83%AB%20%E3%82%A4%E3%83%B3%E3%83%95%E3%82%A7%E3%83%AB%E3%83%8E
ロジャー・ゼラズニイ__Home is the Hangman（ハングマンの帰還）,ロジャー・ゼラズニイ,Home is the Hangman（ハングマンの帰還）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ヒューゴー賞_中長編小説部門_1976年 _Home is the Hangman（ハングマンの帰還）_ロジャー・ゼラズニイ,https://calil.jp/search?q=%E3%83%AD%E3%82%B8%E3%83%A3%E3%83%BC%E3%83%BB%E3%82%BC%E3%83%A9%E3%82%BA%E3%83%8B%E3%82%A4%20%E3%83%8F%E3%83%B3%E3%82%B0%E3%83%9E%E3%83%B3%E3%81%AE%E5%B8%B0%E9%82%84
ジョー・ホールドマン__The Forever War（終りなき戦い）,ジョー・ホールドマン,The Forever War（終りなき戦い）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 受賞_The Forever War（終りなき戦い）_ジョー・ホールドマン,https://calil.jp/search?q=%E3%82%B8%E3%83%A7%E3%83%BC%E3%83%BB%E3%83%9B%E3%83%BC%E3%83%AB%E3%83%89%E3%83%9E%E3%83%B3%20%E7%B5%82%E3%82%8A%E3%81%AA%E3%81%8D%E6%88%A6%E3%81%84
ロバート・シルヴァーバーグ__The Stochastic Man（確率人間）,ロバート・シルヴァーバーグ,The Stochastic Man（確率人間）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Stochastic Man（確率人間）_ロバート・シルヴァーバーグ,https://calil.jp/search?q=%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88%E3%83%BB%E3%82%B7%E3%83%AB%E3%83%B4%E3%82%A1%E3%83%BC%E3%83%90%E3%83%BC%E3%82%B0%20%E7%A2%BA%E7%8E%87%E4%BA%BA%E9%96%93
ラリー・ニーヴン__The Mote in God's Eye（神の目の小さな塵）,ラリー・ニーヴン,The Mote in God's Eye（神の目の小さな塵）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Mote in God's Eye（神の目の小さな塵）_ラリー・ニーヴン,https://calil.jp/search?q=%E3%83%A9%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%8B%E3%83%BC%E3%83%B4%E3%83%B3%20%E7%A5%9E%E3%81%AE%E7%9B%AE%E3%81%AE%E5%B0%8F%E3%81%95%E3%81%AA%E5%A1%B5
ジェリー・パーネル__The Mote in God's Eye（神の目の小さな塵）,ジェリー・パーネル,The Mote in God's Eye（神の目の小さな塵）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Mote in God's Eye（神の目の小さな塵）_ジェリー・パーネル,https://calil.jp/search?q=%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%BB%E3%83%91%E3%83%BC%E3%83%8D%E3%83%AB%20%E7%A5%9E%E3%81%AE%E7%9B%AE%E3%81%AE%E5%B0%8F%E3%81%95%E3%81%AA%E5%A1%B5
キャサリン・マクリーン__The Missing Man,キャサリン・マクリーン,The Missing Man,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Missing Man_キャサリン・マクリーン,https://calil.jp/search?q=%E3%82%AD%E3%83%A3%E3%82%B5%E3%83%AA%E3%83%B3%E3%83%BB%E3%83%9E%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3%20The%20Missing%20Man
マリオン・ジマー・ブラッドリー__The Heritage of Hastur（ハスターの後継者）,マリオン・ジマー・ブラッドリー,The Heritage of Hastur（ハスターの後継者）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Heritage of Hastur（ハスターの後継者）_マリオン・ジマー・ブラッドリー,https://calil.jp/search?q=%E3%83%9E%E3%83%AA%E3%82%AA%E3%83%B3%E3%83%BB%E3%82%B8%E3%83%9E%E3%83%BC%E3%83%BB%E3%83%96%E3%83%A9%E3%83%83%E3%83%89%E3%83%AA%E3%83%BC%20%E3%83%8F%E3%82%B9%E3%82%BF%E3%83%BC%E3%81%AE%E5%BE%8C%E7%B6%99%E8%80%85
ジョアンナ・ラス__The Female Man（フィーメール・マン）,ジョアンナ・ラス,The Female Man（フィーメール・マン）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Female Man（フィーメール・マン）_ジョアンナ・ラス,https://calil.jp/search?q=%E3%82%B8%E3%83%A7%E3%82%A2%E3%83%B3%E3%83%8A%E3%83%BB%E3%83%A9%E3%82%B9%20%E3%83%95%E3%82%A3%E3%83%BC%E3%83%A1%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%9E%E3%83%B3
ヴォンダ・マッキンタイア__The Exile Waiting（脱出を待つ者）,ヴォンダ・マッキンタイア,The Exile Waiting（脱出を待つ者）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Exile Waiting（脱出を待つ者）_ヴォンダ・マッキンタイア,https://calil.jp/search?q=%E3%83%B4%E3%82%A9%E3%83%B3%E3%83%80%E3%83%BB%E3%83%9E%E3%83%83%E3%82%AD%E3%83%B3%E3%82%BF%E3%82%A4%E3%82%A2%20%E8%84%B1%E5%87%BA%E3%82%92%E5%BE%85%E3%81%A4%E8%80%85
イアン・ワトスン__The Embedding（エンベディング）,イアン・ワトスン,The Embedding（エンベディング）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Embedding（エンベディング）_イアン・ワトスン,https://calil.jp/search?q=%E3%82%A4%E3%82%A2%E3%83%B3%E3%83%BB%E3%83%AF%E3%83%88%E3%82%B9%E3%83%B3%20%E3%82%A8%E3%83%B3%E3%83%99%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0
アルフレッド・ベスター__The Computer Connection（コンピュータ・コネクション）,アルフレッド・ベスター,The Computer Connection（コンピュータ・コネクション）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Computer Connection（コンピュータ・コネクション）_アルフレッド・ベスター,https://calil.jp/search?q=%E3%82%A2%E3%83%AB%E3%83%95%E3%83%AC%E3%83%83%E3%83%89%E3%83%BB%E3%83%99%E3%82%B9%E3%82%BF%E3%83%BC%20%E3%82%B3%E3%83%B3%E3%83%94%E3%83%A5%E3%83%BC%E3%82%BF%E3%83%BB%E3%82%B3%E3%83%8D%E3%82%AF%E3%82%B7%E3%83%A7%E3%83%B3
タニス・リー__The Birthgrave,タニス・リー,The Birthgrave,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_The Birthgrave_タニス・リー,https://calil.jp/search?q=%E3%82%BF%E3%83%8B%E3%82%B9%E3%83%BB%E3%83%AA%E3%83%BC%20The%20Birthgrave
E・L・ドクトロウ__Ragtime（ラグタイム）,E・L・ドクトロウ,Ragtime（ラグタイム）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_Ragtime（ラグタイム）_E・L・ドクトロウ,https://calil.jp/search?q=E%E3%83%BBL%E3%83%BB%E3%83%89%E3%82%AF%E3%83%88%E3%83%AD%E3%82%A6%20%E3%83%A9%E3%82%B0%E3%82%BF%E3%82%A4%E3%83%A0
イタロ・カルヴィーノ__Invisible Cities（見えない都市）,イタロ・カルヴィーノ,Invisible Cities（見えない都市）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_Invisible Cities（見えない都市）_イタロ・カルヴィーノ,https://calil.jp/search?q=%E3%82%A4%E3%82%BF%E3%83%AD%E3%83%BB%E3%82%AB%E3%83%AB%E3%83%B4%E3%82%A3%E3%83%BC%E3%83%8E%20%E8%A6%8B%E3%81%88%E3%81%AA%E3%81%84%E9%83%BD%E5%B8%82
バリイ・N・マルツバーグ__Guernica Night,バリイ・N・マルツバーグ,Guernica Night,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_Guernica Night_バリイ・N・マルツバーグ,https://calil.jp/search?q=%E3%83%90%E3%83%AA%E3%82%A4%E3%83%BBN%E3%83%BB%E3%83%9E%E3%83%AB%E3%83%84%E3%83%90%E3%83%BC%E3%82%B0%20Guernica%20Night
ロジャー・ゼラズニイ__Doorways in the Sand（砂のなかの扉）,ロジャー・ゼラズニイ,Doorways in the Sand（砂のなかの扉）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_Doorways in the Sand（砂のなかの扉）_ロジャー・ゼラズニイ,https://calil.jp/search?q=%E3%83%AD%E3%82%B8%E3%83%A3%E3%83%BC%E3%83%BB%E3%82%BC%E3%83%A9%E3%82%BA%E3%83%8B%E3%82%A4%20%E7%A0%82%E3%81%AE%E3%81%AA%E3%81%8B%E3%81%AE%E6%89%89
サミュエル・R・ディレイニー__Dhalgren（ダールグレン）,サミュエル・R・ディレイニー,Dhalgren（ダールグレン）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_Dhalgren（ダールグレン）_サミュエル・R・ディレイニー,https://calil.jp/search?q=%E3%82%B5%E3%83%9F%E3%83%A5%E3%82%A8%E3%83%AB%E3%83%BBR%E3%83%BB%E3%83%87%E3%82%A3%E3%83%AC%E3%82%A4%E3%83%8B%E3%83%BC%20%E3%83%80%E3%83%BC%E3%83%AB%E3%82%B0%E3%83%AC%E3%83%B3
アーサー・B・コーヴァー__Autumn Angels,アーサー・B・コーヴァー,Autumn Angels,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_Autumn Angels_アーサー・B・コーヴァー,https://calil.jp/search?q=%E3%82%A2%E3%83%BC%E3%82%B5%E3%83%BC%E3%83%BBB%E3%83%BB%E3%82%B3%E3%83%BC%E3%83%B4%E3%82%A1%E3%83%BC%20Autumn%20Angels
ポール・アンダースン__A Midsummer Tempest,ポール・アンダースン,A Midsummer Tempest,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_A Midsummer Tempest_ポール・アンダースン,https://calil.jp/search?q=%E3%83%9D%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9%E3%83%B3%20A%20Midsummer%20Tempest
マイクル・ビショップ__A Funeral for the Eyes of Fire,マイクル・ビショップ,A Funeral for the Eyes of Fire,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_ネビュラ賞_長編小説部門_1976年 候補_A Funeral for the Eyes of Fire_マイクル・ビショップ,https://calil.jp/search?q=%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%AB%E3%83%BB%E3%83%93%E3%82%B7%E3%83%A7%E3%83%83%E3%83%97%20A%20Funeral%20for%20the%20Eyes%20of%20Fire
平野謙__さまざまな青春,平野謙,さまざまな青春,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_野間文芸賞_第28回/1975_さまざまな青春_平野謙,https://calil.jp/search?q=%E5%B9%B3%E9%87%8E%E8%AC%99%20%E3%81%95%E3%81%BE%E3%81%96%E3%81%BE%E3%81%AA%E9%9D%92%E6%98%A5
尾崎一雄__あの日この日,尾崎一雄,あの日この日,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_野間文芸賞_第28回/1975_あの日この日（上・下）_尾崎一雄,https://calil.jp/search?q=%E5%B0%BE%E5%B4%8E%E4%B8%80%E9%9B%84%20%E3%81%82%E3%81%AE%E6%97%A5%E3%81%93%E3%81%AE%E6%97%A5
阿嘉誠一郎__世の中や,阿嘉誠一郎,世の中や,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_文藝賞_第12回（1975年度）受賞_世の中や_阿嘉誠一郎,https://calil.jp/search?q=%E9%98%BF%E5%98%89%E8%AA%A0%E4%B8%80%E9%83%8E%20%E4%B8%96%E3%81%AE%E4%B8%AD%E3%82%84
北澤三保__遥かな森,北澤三保,遥かな森,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_文學界新人賞_第41回（1975年度・下）佳作_遥かな森_北澤三保,https://calil.jp/search?q=%E5%8C%97%E6%BE%A4%E4%B8%89%E4%BF%9D%20%E9%81%A5%E3%81%8B%E3%81%AA%E6%A3%AE
清水一行__動脈列島,清水一行,動脈列島,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_日本推理作家協会賞_1975年(平成24年)短編_動脈列島_清水一行,https://calil.jp/search?q=%E6%B8%85%E6%B0%B4%E4%B8%80%E8%A1%8C%20%E5%8B%95%E8%84%88%E5%88%97%E5%B3%B6
佐木隆三__復讐するは我にあり,佐木隆三,復讐するは我にあり,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_直木賞_74回（1975年下半期）_復讐するは我にあり_佐木隆三,https://calil.jp/search?q=%E4%BD%90%E6%9C%A8%E9%9A%86%E4%B8%89%20%E5%BE%A9%E8%AE%90%E3%81%99%E3%82%8B%E3%81%AF%E6%88%91%E3%81%AB%E3%81%82%E3%82%8A
水上勉__一休,水上勉,一休,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_谷崎潤一郎賞_第11回(1975年)_一休_水上勉,https://calil.jp/search?q=%E6%B0%B4%E4%B8%8A%E5%8B%89%20%E4%B8%80%E4%BC%91
不二今日子__花捨て,不二今日子,花捨て,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_太宰治賞_第11回（1975年）受賞_花捨て_不二今日子,https://calil.jp/search?q=%E4%B8%8D%E4%BA%8C%E4%BB%8A%E6%97%A5%E5%AD%90%20%E8%8A%B1%E6%8D%A8%E3%81%A6
森茉莉__甘い蜜の部屋,森茉莉,甘い蜜の部屋,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_泉鏡花文学賞_第3回（1975年度）受賞_甘い蜜の部屋_森茉莉,https://calil.jp/search?q=%E6%A3%AE%E8%8C%89%E8%8E%89%20%E7%94%98%E3%81%84%E8%9C%9C%E3%81%AE%E9%83%A8%E5%B1%8B
永井龍男__秋,永井龍男,秋,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_川端康成文学賞_第2回（1975年）_秋_永井龍男,https://calil.jp/search?q=%E6%B0%B8%E4%BA%95%E9%BE%8D%E7%94%B7%20%E7%A7%8B
筒井康隆__おれの血は他人の血,筒井康隆,おれの血は他人の血,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_星雲賞（長編）_第6回1975年_おれの血は他人の血_筒井康隆,https://calil.jp/search?q=%E7%AD%92%E4%BA%95%E5%BA%B7%E9%9A%86%20%E3%81%8A%E3%82%8C%E3%81%AE%E8%A1%80%E3%81%AF%E4%BB%96%E4%BA%BA%E3%81%AE%E8%A1%80
山田正紀__神狩り,山田正紀,神狩り,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_星雲賞（短編）_第6回1975年_神狩り_山田正紀,https://calil.jp/search?q=%E5%B1%B1%E7%94%B0%E6%AD%A3%E7%B4%80%20%E7%A5%9E%E7%8B%A9%E3%82%8A
宮本徳蔵__浮遊,宮本徳蔵,浮遊,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_新潮新人賞_第7回（1975年）_浮遊_宮本徳蔵,https://calil.jp/search?q=%E5%AE%AE%E6%9C%AC%E5%BE%B3%E8%94%B5%20%E6%B5%AE%E9%81%8A
藤田博保__甚吉とシャモ,藤田博保,甚吉とシャモ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_講談社児童文学新人賞_第16回（1975年度）佳作_甚吉とシャモ_藤田博保,https://calil.jp/search?q=%E8%97%A4%E7%94%B0%E5%8D%9A%E4%BF%9D%20%E7%94%9A%E5%90%89%E3%81%A8%E3%82%B7%E3%83%A3%E3%83%A2
黒江ゆに__ヨッコちゃんと森の三つ子,黒江ゆに,ヨッコちゃんと森の三つ子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_講談社児童文学新人賞_第16回（1975年度）佳作_ヨッコちゃんと森の三つ子_黒江ゆに,https://calil.jp/search?q=%E9%BB%92%E6%B1%9F%E3%82%86%E3%81%AB%20%E3%83%A8%E3%83%83%E3%82%B3%E3%81%A1%E3%82%83%E3%82%93%E3%81%A8%E6%A3%AE%E3%81%AE%E4%B8%89%E3%81%A4%E5%AD%90
辻野チヤ子__マアちゃんとヨイドン,辻野チヤ子,マアちゃんとヨイドン,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_講談社児童文学新人賞_第16回（1975年度）佳作_マアちゃんとヨイドン_辻野チヤ子,https://calil.jp/search?q=%E8%BE%BB%E9%87%8E%E3%83%81%E3%83%A4%E5%AD%90%20%E3%83%9E%E3%82%A2%E3%81%A1%E3%82%83%E3%82%93%E3%81%A8%E3%83%A8%E3%82%A4%E3%83%89%E3%83%B3
日下圭介__蝶たちは今…,日下圭介,蝶たちは今…,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_江戸川乱歩賞_第21回（1975年度）受賞_蝶たちは今…_日下圭介,https://calil.jp/search?q=%E6%97%A5%E4%B8%8B%E5%9C%AD%E4%BB%8B%20%E8%9D%B6%E3%81%9F%E3%81%A1%E3%81%AF%E4%BB%8A%E2%80%A6
福田洋志__虹の叛旗,福田洋志,虹の叛旗,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_江戸川乱歩賞_第21回（1975年度）候補_虹の叛旗_福田洋志,https://calil.jp/search?q=%E7%A6%8F%E7%94%B0%E6%B4%8B%E5%BF%97%20%E8%99%B9%E3%81%AE%E5%8F%9B%E6%97%97
井沢元彦__倒錯の報復,井沢元彦,倒錯の報復,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_江戸川乱歩賞_第21回（1975年度）候補_倒錯の報復_井沢元彦,https://calil.jp/search?q=%E4%BA%95%E6%B2%A2%E5%85%83%E5%BD%A6%20%E5%80%92%E9%8C%AF%E3%81%AE%E5%A0%B1%E5%BE%A9
余志宏__蒔く如く穫りとらん,余志宏,蒔く如く穫りとらん,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_江戸川乱歩賞_第21回（1975年度）候補_蒔く如く穫りとらん_余志宏,https://calil.jp/search?q=%E4%BD%99%E5%BF%97%E5%AE%8F%20%E8%92%94%E3%81%8F%E5%A6%82%E3%81%8F%E7%A9%AB%E3%82%8A%E3%81%A8%E3%82%89%E3%82%93
多賀親__仕手株殺人事件,多賀親,仕手株殺人事件,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_江戸川乱歩賞_第21回（1975年度）候補_仕手株殺人事件_多賀親,https://calil.jp/search?q=%E5%A4%9A%E8%B3%80%E8%A6%AA%20%E4%BB%95%E6%89%8B%E6%A0%AA%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6
城山三郎__落日燃ゆ,城山三郎,落日燃ゆ,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_吉川英治文学賞_第9回/1975年_落日燃ゆ_城山三郎,https://calil.jp/search?q=%E5%9F%8E%E5%B1%B1%E4%B8%89%E9%83%8E%20%E8%90%BD%E6%97%A5%E7%87%83%E3%82%86
中上健次__岬,中上健次,岬,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_芥川賞_74回（1975年下半期）_岬_中上健次,https://calil.jp/search?q=%E4%B8%AD%E4%B8%8A%E5%81%A5%E6%AC%A1%20%E5%B2%AC
岡松和夫__志賀島,岡松和夫,志賀島,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_芥川賞_74回（1975年下半期）_志賀島_岡松和夫,https://calil.jp/search?q=%E5%B2%A1%E6%9D%BE%E5%92%8C%E5%A4%AB%20%E5%BF%97%E8%B3%80%E5%B3%B6
林京子__祭りの場,林京子,祭りの場,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_芥川賞_73回（1975年上半期）_祭りの場_林京子,https://calil.jp/search?q=%E6%9E%97%E4%BA%AC%E5%AD%90%20%E7%A5%AD%E3%82%8A%E3%81%AE%E5%A0%B4
クリストファー・プリースト__Inverted World（逆転世界）,クリストファー・プリースト,Inverted World（逆転世界）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_ヒューゴー賞_長編小説部門_1975年 候補_Inverted World（逆転世界）_クリストファー・プリースト,https://calil.jp/search?q=%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%88%E3%83%95%E3%82%A1%E3%83%BC%E3%83%BB%E3%83%97%E3%83%AA%E3%83%BC%E3%82%B9%E3%83%88%20%E9%80%86%E8%BB%A2%E4%B8%96%E7%95%8C
"フィリップ・K・ディック__Flow My Tears, the Policeman Said（流れよ我が涙、と警官は言った）",フィリップ・K・ディック,"Flow My Tears, the Policeman Said（流れよ我が涙、と警官は言った）",,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,"1975_ヒューゴー賞_長編小説部門_1975年 候補_Flow My Tears, the Policeman Said（流れよ我が涙、と警官は言った）_フィリップ・K・ディック",https://calil.jp/search?q=%E3%83%95%E3%82%A3%E3%83%AA%E3%83%83%E3%83%97%E3%83%BBK%E3%83%BB%E3%83%87%E3%82%A3%E3%83%83%E3%82%AF%20%E6%B5%81%E3%82%8C%E3%82%88%E6%88%91%E3%81%8C%E6%B6%99%E3%80%81%E3%81%A8%E8%AD%A6%E5%AE%98%E3%81%AF%E8%A8%80%E3%81%A3%E3%81%9F
ポール・アンダースン__Fire Time（焦熱期）,ポール・アンダースン,Fire Time（焦熱期）,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_ヒューゴー賞_長編小説部門_1975年 候補_Fire Time（焦熱期）_ポール・アンダースン,https://calil.jp/search?q=%E3%83%9D%E3%83%BC%E3%83%AB%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9%E3%83%B3%20%E7%84%A6%E7%86%B1%E6%9C%9F
