著者__受賞・最終候補作,受賞作,著者名,ISBN10,ImageURL,賞名,Calil
池澤夏樹__スティル・ライフ,スティル・ライフ,池澤夏樹,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1987_芥川賞_98回（1987年下半期）_スティル・ライフ_池澤夏樹,https://calil.jp/search?q=%E6%B1%A0%E6%BE%A4%E5%A4%8F%E6%A8%B9%20%E3%82%B9%E3%83%86%E3%82%A3%E3%83%AB%E3%83%BB%E3%83%A9%E3%82%A4%E3%83%95
村田喜代子__鍋の中,鍋の中,村田喜代子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1987_芥川賞_97回（1987年上半期）_鍋の中_村田喜代子,https://calil.jp/search?q=%E6%9D%91%E7%94%B0%E5%96%9C%E4%BB%A3%E5%AD%90%20%E9%8D%8B%E3%81%AE%E4%B8%AD
常盤新平__遠いアメリカ,遠いアメリカ,常盤新平,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1986_直木賞_96回（1986年下半期）_遠いアメリカ_常盤新平,https://calil.jp/search?q=%E5%B8%B8%E7%9B%A4%E6%96%B0%E5%B9%B3%20%E9%81%A0%E3%81%84%E3%82%A2%E3%83%A1%E3%83%AA%E3%82%AB
皆川博子__恋紅,恋紅,皆川博子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1986_直木賞_95回（1986年上半期）_恋紅_皆川博子,https://calil.jp/search?q=%E7%9A%86%E5%B7%9D%E5%8D%9A%E5%AD%90%20%E6%81%8B%E7%B4%85
山崎洋子__花園の迷宮,花園の迷宮,山崎洋子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1986_江戸川乱歩賞_第32回（1986年度）受賞_花園の迷宮_山崎洋子,https://calil.jp/search?q=%E5%B1%B1%E5%B4%8E%E6%B4%8B%E5%AD%90%20%E8%8A%B1%E5%9C%92%E3%81%AE%E8%BF%B7%E5%AE%AE
林真理子__最終便に間に合えば・京都まで,最終便に間に合えば・京都まで,林真理子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1985_直木賞_94回（1985年下半期）_最終便に間に合えば・京都まで_林真理子,https://calil.jp/search?q=%E6%9E%97%E7%9C%9F%E7%90%86%E5%AD%90%20%E6%9C%80%E7%B5%82%E4%BE%BF%E3%81%AB%E9%96%93%E3%81%AB%E5%90%88%E3%81%88%E3%81%B0%E3%83%BB%E4%BA%AC%E9%83%BD%E3%81%BE%E3%81%A7
森田誠吾__魚河岸ものがたり,魚河岸ものがたり,森田誠吾,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1985_直木賞_94回（1985年下半期）_魚河岸ものがたり_森田誠吾,https://calil.jp/search?q=%E6%A3%AE%E7%94%B0%E8%AA%A0%E5%90%BE%20%E9%AD%9A%E6%B2%B3%E5%B2%B8%E3%82%82%E3%81%AE%E3%81%8C%E3%81%9F%E3%82%8A
山口洋子__演歌の虫・老梅,演歌の虫・老梅,山口洋子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1985_直木賞_93回（1985年上半期）_演歌の虫・老梅_山口洋子,https://calil.jp/search?q=%E5%B1%B1%E5%8F%A3%E6%B4%8B%E5%AD%90%20%E6%BC%94%E6%AD%8C%E3%81%AE%E8%99%AB%E3%83%BB%E8%80%81%E6%A2%85
東野圭吾__放課後,放課後,東野圭吾,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1985_江戸川乱歩賞_第31回（1985年度）受賞_放課後_東野圭吾,https://calil.jp/search?q=%E6%9D%B1%E9%87%8E%E5%9C%AD%E5%90%BE%20%E6%94%BE%E8%AA%B2%E5%BE%8C
森雅裕__モーツァルトは子守唄を歌わない,モーツァルトは子守唄を歌わない,森雅裕,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1985_江戸川乱歩賞_第31回（1985年度）受賞_モーツァルトは子守唄を歌わない_森雅裕,https://calil.jp/search?q=%E6%A3%AE%E9%9B%85%E8%A3%95%20%E3%83%A2%E3%83%BC%E3%83%84%E3%82%A1%E3%83%AB%E3%83%88%E3%81%AF%E5%AD%90%E5%AE%88%E5%94%84%E3%82%92%E6%AD%8C%E3%82%8F%E3%81%AA%E3%81%84
米谷ふみ子__過越しの祭,過越しの祭,米谷ふみ子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1985_芥川賞_94回（1985年下半期）_過越しの祭_米谷ふみ子,https://calil.jp/search?q=%E7%B1%B3%E8%B0%B7%E3%81%B5%E3%81%BF%E5%AD%90%20%E9%81%8E%E8%B6%8A%E3%81%97%E3%81%AE%E7%A5%AD
連城三紀彦__恋文,恋文,連城三紀彦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1984_直木賞_91回（1984年上半期）_恋文_連城三紀彦,https://calil.jp/search?q=%E9%80%A3%E5%9F%8E%E4%B8%89%E7%B4%80%E5%BD%A6%20%E6%81%8B%E6%96%87
難波利三__てんのじ村,てんのじ村,難波利三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1984_直木賞_91回（1984年上半期）_てんのじ村_難波利三,https://calil.jp/search?q=%E9%9B%A3%E6%B3%A2%E5%88%A9%E4%B8%89%20%E3%81%A6%E3%82%93%E3%81%AE%E3%81%98%E6%9D%91
鳥井加南子__天女の末裔,天女の末裔,鳥井加南子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1984_江戸川乱歩賞_第30回（1984年度）受賞_天女の末裔_鳥井加南子,https://calil.jp/search?q=%E9%B3%A5%E4%BA%95%E5%8A%A0%E5%8D%97%E5%AD%90%20%E5%A4%A9%E5%A5%B3%E3%81%AE%E6%9C%AB%E8%A3%94
木崎さと子__青桐,青桐,木崎さと子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1984_芥川賞_92回（1984年下半期）_青桐_木崎さと子,https://calil.jp/search?q=%E6%9C%A8%E5%B4%8E%E3%81%95%E3%81%A8%E5%AD%90%20%E9%9D%92%E6%A1%90
高橋治__秘伝,秘伝,高橋治,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1983_直木賞_90回（1983年下半期）_秘伝_高橋治,https://calil.jp/search?q=%E9%AB%98%E6%A9%8B%E6%B2%BB%20%E7%A7%98%E4%BC%9D
神吉拓郎__私生活,私生活,神吉拓郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1983_直木賞_90回（1983年下半期）_私生活_神吉拓郎,https://calil.jp/search?q=%E7%A5%9E%E5%90%89%E6%8B%93%E9%83%8E%20%E7%A7%81%E7%94%9F%E6%B4%BB
胡桃沢耕史__黒パン俘虜記,黒パン俘虜記,胡桃沢耕史,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1983_直木賞_89回（1983年上半期）_黒パン俘虜記_胡桃沢耕史,https://calil.jp/search?q=%E8%83%A1%E6%A1%83%E6%B2%A2%E8%80%95%E5%8F%B2%20%E9%BB%92%E3%83%91%E3%83%B3%E4%BF%98%E8%99%9C%E8%A8%98
高橋克彦__写楽殺人事件,写楽殺人事件,高橋克彦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1983_江戸川乱歩賞_第29回（1983年度）受賞_写楽殺人事件_高橋克彦,https://calil.jp/search?q=%E9%AB%98%E6%A9%8B%E5%85%8B%E5%BD%A6%20%E5%86%99%E6%A5%BD%E6%AE%BA%E4%BA%BA%E4%BA%8B%E4%BB%B6
笠原淳__杢二の世界,杢二の世界,笠原淳,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1983_芥川賞_90回（1983年下半期）_杢二の世界_笠原淳,https://calil.jp/search?q=%E7%AC%A0%E5%8E%9F%E6%B7%B3%20%E6%9D%A2%E4%BA%8C%E3%81%AE%E4%B8%96%E7%95%8C
高樹のぶ子__光抱く友よ,光抱く友よ,高樹のぶ子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1983_芥川賞_90回（1983年下半期）_光抱く友よ_高樹のぶ子,https://calil.jp/search?q=%E9%AB%98%E6%A8%B9%E3%81%AE%E3%81%B6%E5%AD%90%20%E5%85%89%E6%8A%B1%E3%81%8F%E5%8F%8B%E3%82%88
村松友視__時代屋の女房,時代屋の女房,村松友視,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1982_直木賞_87回（1982年上半期）_時代屋の女房_村松友視,https://calil.jp/search?q=%E6%9D%91%E6%9D%BE%E5%8F%8B%E8%A6%96%20%E6%99%82%E4%BB%A3%E5%B1%8B%E3%81%AE%E5%A5%B3%E6%88%BF
深田祐介__炎熱商人,炎熱商人,深田祐介,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1982_直木賞_87回（1982年上半期）_炎熱商人_深田祐介,https://calil.jp/search?q=%E6%B7%B1%E7%94%B0%E7%A5%90%E4%BB%8B%20%E7%82%8E%E7%86%B1%E5%95%86%E4%BA%BA
岡嶋二人__焦茶色のパステル,焦茶色のパステル,岡嶋二人,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1982_江戸川乱歩賞_第28回（1982年度）受賞_焦茶色のパステル_岡嶋二人,https://calil.jp/search?q=%E5%B2%A1%E5%B6%8B%E4%BA%8C%E4%BA%BA%20%E7%84%A6%E8%8C%B6%E8%89%B2%E3%81%AE%E3%83%91%E3%82%B9%E3%83%86%E3%83%AB
中津文彦__黄金流砂,黄金流砂,中津文彦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1982_江戸川乱歩賞_第28回（1982年度）受賞_黄金流砂_中津文彦,https://calil.jp/search?q=%E4%B8%AD%E6%B4%A5%E6%96%87%E5%BD%A6%20%E9%BB%84%E9%87%91%E6%B5%81%E7%A0%82
加藤幸子__夢の壁,夢の壁,加藤幸子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1982_芥川賞_88回（1982年下半期）_夢の壁_加藤幸子,https://calil.jp/search?q=%E5%8A%A0%E8%97%A4%E5%B9%B8%E5%AD%90%20%E5%A4%A2%E3%81%AE%E5%A3%81
唐十郎__佐川君からの手紙,佐川君からの手紙,唐十郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1982_芥川賞_88回（1982年下半期）_佐川君からの手紙_唐十郎,https://calil.jp/search?q=%E5%94%90%E5%8D%81%E9%83%8E%20%E4%BD%90%E5%B7%9D%E5%90%9B%E3%81%8B%E3%82%89%E3%81%AE%E6%89%8B%E7%B4%99
光岡明__機雷,機雷,光岡明,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1981_直木賞_86回（1981年下半期）_機雷_光岡明,https://calil.jp/search?q=%E5%85%89%E5%B2%A1%E6%98%8E%20%E6%A9%9F%E9%9B%B7
つかこうへい__蒲田行進曲,蒲田行進曲,つかこうへい,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1981_直木賞_86回（1981年下半期）_蒲田行進曲_つかこうへい,https://calil.jp/search?q=%E3%81%A4%E3%81%8B%E3%81%93%E3%81%86%E3%81%B8%E3%81%84%20%E8%92%B2%E7%94%B0%E8%A1%8C%E9%80%B2%E6%9B%B2
青島幸男__人間万事塞翁が丙午,人間万事塞翁が丙午,青島幸男,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1981_直木賞_85回（1981年上半期）_人間万事塞翁が丙午_青島幸男,https://calil.jp/search?q=%E9%9D%92%E5%B3%B6%E5%B9%B8%E7%94%B7%20%E4%BA%BA%E9%96%93%E4%B8%87%E4%BA%8B%E5%A1%9E%E7%BF%81%E3%81%8C%E4%B8%99%E5%8D%88
長井彬__原子炉の蟹,原子炉の蟹,長井彬,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1981_江戸川乱歩賞_第27回（1981年度）受賞_原子炉の蟹_長井彬,https://calil.jp/search?q=%E9%95%B7%E4%BA%95%E5%BD%AC%20%E5%8E%9F%E5%AD%90%E7%82%89%E3%81%AE%E8%9F%B9
吉行理恵__小さな貴婦人,小さな貴婦人,吉行理恵,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1981_芥川賞_85回（1981年上半期）_小さな貴婦人_吉行理恵,https://calil.jp/search?q=%E5%90%89%E8%A1%8C%E7%90%86%E6%81%B5%20%E5%B0%8F%E3%81%95%E3%81%AA%E8%B2%B4%E5%A9%A6%E4%BA%BA
中村正軌__元首の謀叛,元首の謀叛,中村正軌,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1980_直木賞_84回（1980年下半期）_元首の謀叛_中村正軌,https://calil.jp/search?q=%E4%B8%AD%E6%9D%91%E6%AD%A3%E8%BB%8C%20%E5%85%83%E9%A6%96%E3%81%AE%E8%AC%80%E5%8F%9B
向田邦子__花の名前・かわうそ・犬小屋,花の名前・かわうそ・犬小屋,向田邦子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1980_直木賞_83回（1980年上半期）_花の名前・かわうそ・犬小屋_向田邦子,https://calil.jp/search?q=%E5%90%91%E7%94%B0%E9%82%A6%E5%AD%90%20%E8%8A%B1%E3%81%AE%E5%90%8D%E5%89%8D%E3%83%BB%E3%81%8B%E3%82%8F%E3%81%86%E3%81%9D%E3%83%BB%E7%8A%AC%E5%B0%8F%E5%B1%8B
志茂田景樹__黄色い牙,黄色い牙,志茂田景樹,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1980_直木賞_83回（1980年上半期）_黄色い牙_志茂田景樹,https://calil.jp/search?q=%E5%BF%97%E8%8C%82%E7%94%B0%E6%99%AF%E6%A8%B9%20%E9%BB%84%E8%89%B2%E3%81%84%E7%89%99
井沢元彦__猿丸幻視行,猿丸幻視行,井沢元彦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1980_江戸川乱歩賞_第26回（1980年度）受賞_猿丸幻視行_井沢元彦,https://calil.jp/search?q=%E4%BA%95%E6%B2%A2%E5%85%83%E5%BD%A6%20%E7%8C%BF%E4%B8%B8%E5%B9%BB%E8%A6%96%E8%A1%8C
尾辻克彦__父が消えた,父が消えた,尾辻克彦,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1980_芥川賞_84回（1980年下半期）_父が消えた_尾辻克彦,https://calil.jp/search?q=%E5%B0%BE%E8%BE%BB%E5%85%8B%E5%BD%A6%20%E7%88%B6%E3%81%8C%E6%B6%88%E3%81%88%E3%81%9F
田中小実昌__浪曲師朝日丸の話・ミミのこと,浪曲師朝日丸の話・ミミのこと,田中小実昌,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1979_直木賞_81回（1979年上半期）_浪曲師朝日丸の話・ミミのこと_田中小実昌,https://calil.jp/search?q=%E7%94%B0%E4%B8%AD%E5%B0%8F%E5%AE%9F%E6%98%8C%20%E6%B5%AA%E6%9B%B2%E5%B8%AB%E6%9C%9D%E6%97%A5%E4%B8%B8%E3%81%AE%E8%A9%B1%E3%83%BB%E3%83%9F%E3%83%9F%E3%81%AE%E3%81%93%E3%81%A8
阿刀田高__ナポレオン狂,ナポレオン狂,阿刀田高,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1979_直木賞_81回（1979年上半期）_ナポレオン狂_阿刀田高,https://calil.jp/search?q=%E9%98%BF%E5%88%80%E7%94%B0%E9%AB%98%20%E3%83%8A%E3%83%9D%E3%83%AC%E3%82%AA%E3%83%B3%E7%8B%82
高柳芳夫__プラハからの道化たち,プラハからの道化たち,高柳芳夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1979_江戸川乱歩賞_第25回（1979年度）受賞_プラハからの道化たち_高柳芳夫,https://calil.jp/search?q=%E9%AB%98%E6%9F%B3%E8%8A%B3%E5%A4%AB%20%E3%83%97%E3%83%A9%E3%83%8F%E3%81%8B%E3%82%89%E3%81%AE%E9%81%93%E5%8C%96%E3%81%9F%E3%81%A1
森禮子__モッキングバードのいる町,モッキングバードのいる町,森禮子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1979_芥川賞_82回（1979年下半期）_モッキングバードのいる町_森禮子,https://calil.jp/search?q=%E6%A3%AE%E7%A6%AE%E5%AD%90%20%E3%83%A2%E3%83%83%E3%82%AD%E3%83%B3%E3%82%B0%E3%83%90%E3%83%BC%E3%83%89%E3%81%AE%E3%81%84%E3%82%8B%E7%94%BA
青野聰__愚者の夜,愚者の夜,青野聰,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1979_芥川賞_81回（1979年上半期）_愚者の夜_青野聰,https://calil.jp/search?q=%E9%9D%92%E9%87%8E%E8%81%B0%20%E6%84%9A%E8%80%85%E3%81%AE%E5%A4%9C
重兼芳子__やまあいの煙,やまあいの煙,重兼芳子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1979_芥川賞_81回（1979年上半期）_やまあいの煙_重兼芳子,https://calil.jp/search?q=%E9%87%8D%E5%85%BC%E8%8A%B3%E5%AD%90%20%E3%82%84%E3%81%BE%E3%81%82%E3%81%84%E3%81%AE%E7%85%99
有明夏夫__大浪花諸人往来,大浪花諸人往来,有明夏夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1978_直木賞_80回（1978年下半期）_大浪花諸人往来_有明夏夫,https://calil.jp/search?q=%E6%9C%89%E6%98%8E%E5%A4%8F%E5%A4%AB%20%E5%A4%A7%E6%B5%AA%E8%8A%B1%E8%AB%B8%E4%BA%BA%E5%BE%80%E6%9D%A5
宮尾登美子__一絃の琴,一絃の琴,宮尾登美子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1978_直木賞_80回（1978年下半期）_一絃の琴_宮尾登美子,https://calil.jp/search?q=%E5%AE%AE%E5%B0%BE%E7%99%BB%E7%BE%8E%E5%AD%90%20%E4%B8%80%E7%B5%83%E3%81%AE%E7%90%B4
色川武大__離婚,離婚,色川武大,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1978_直木賞_79回（1978年上半期）_離婚_色川武大,https://calil.jp/search?q=%E8%89%B2%E5%B7%9D%E6%AD%A6%E5%A4%A7%20%E9%9B%A2%E5%A9%9A
津本陽__深重の海,深重の海,津本陽,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1978_直木賞_79回（1978年上半期）_深重の海_津本陽,https://calil.jp/search?q=%E6%B4%A5%E6%9C%AC%E9%99%BD%20%E6%B7%B1%E9%87%8D%E3%81%AE%E6%B5%B7
栗本薫__ぼくらの時代,ぼくらの時代,栗本薫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1978_江戸川乱歩賞_第24回（1978年度）受賞_ぼくらの時代_栗本薫,https://calil.jp/search?q=%E6%A0%97%E6%9C%AC%E8%96%AB%20%E3%81%BC%E3%81%8F%E3%82%89%E3%81%AE%E6%99%82%E4%BB%A3
高橋揆一郎__伸予,伸予,高橋揆一郎,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1978_芥川賞_79回（1978年上半期）_伸予_高橋揆一郎,https://calil.jp/search?q=%E9%AB%98%E6%A9%8B%E6%8F%86%E4%B8%80%E9%83%8E%20%E4%BC%B8%E4%BA%88
高橋三千綱__九月の空,九月の空,高橋三千綱,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1978_芥川賞_79回（1978年上半期）_九月の空_高橋三千綱,https://calil.jp/search?q=%E9%AB%98%E6%A9%8B%E4%B8%89%E5%8D%83%E7%B6%B1%20%E4%B9%9D%E6%9C%88%E3%81%AE%E7%A9%BA
梶龍雄__透明な季節,透明な季節,梶龍雄,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1977_江戸川乱歩賞_第23回（1977年度）受賞_透明な季節_梶龍雄,https://calil.jp/search?q=%E6%A2%B6%E9%BE%8D%E9%9B%84%20%E9%80%8F%E6%98%8E%E3%81%AA%E5%AD%A3%E7%AF%80
藤本泉__時をきざむ潮,時をきざむ潮,藤本泉,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1977_江戸川乱歩賞_第23回（1977年度）受賞_時をきざむ潮_藤本泉,https://calil.jp/search?q=%E8%97%A4%E6%9C%AC%E6%B3%89%20%E6%99%82%E3%82%92%E3%81%8D%E3%81%96%E3%82%80%E6%BD%AE
宮本輝__螢川,螢川,宮本輝,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1977_芥川賞_78回（1977年下半期）_螢川_宮本輝,https://calil.jp/search?q=%E5%AE%AE%E6%9C%AC%E8%BC%9D%20%E8%9E%A2%E5%B7%9D
高城修三__榧の木祭り,榧の木祭り,高城修三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1977_芥川賞_78回（1977年下半期）_榧の木祭り_高城修三,https://calil.jp/search?q=%E9%AB%98%E5%9F%8E%E4%BF%AE%E4%B8%89%20%E6%A6%A7%E3%81%AE%E6%9C%A8%E7%A5%AD%E3%82%8A
三田誠広__僕って何,僕って何,三田誠広,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1977_芥川賞_77回（1977年上半期）_僕って何_三田誠広,https://calil.jp/search?q=%E4%B8%89%E7%94%B0%E8%AA%A0%E5%BA%83%20%E5%83%95%E3%81%A3%E3%81%A6%E4%BD%95
池田満寿夫__エーゲ海に捧ぐ,エーゲ海に捧ぐ,池田満寿夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1977_芥川賞_77回（1977年上半期）_エーゲ海に捧ぐ_池田満寿夫,https://calil.jp/search?q=%E6%B1%A0%E7%94%B0%E6%BA%80%E5%AF%BF%E5%A4%AB%20%E3%82%A8%E3%83%BC%E3%82%B2%E6%B5%B7%E3%81%AB%E6%8D%A7%E3%81%90
三好京三__子育てごっこ,子育てごっこ,三好京三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_直木賞_76回（1976年下半期）_子育てごっこ_三好京三,https://calil.jp/search?q=%E4%B8%89%E5%A5%BD%E4%BA%AC%E4%B8%89%20%E5%AD%90%E8%82%B2%E3%81%A6%E3%81%94%E3%81%A3%E3%81%93
伴野朗__五十万年の死角,五十万年の死角,伴野朗,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_江戸川乱歩賞_第22回（1976年度）受賞_五十万年の死角_伴野朗,https://calil.jp/search?q=%E4%BC%B4%E9%87%8E%E6%9C%97%20%E4%BA%94%E5%8D%81%E4%B8%87%E5%B9%B4%E3%81%AE%E6%AD%BB%E8%A7%92
村上龍__限りなく透明に近いブルー,限りなく透明に近いブルー,村上龍,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1976_芥川賞_75回（1976年上半期）_限りなく透明に近いブルー_村上龍,https://calil.jp/search?q=%E6%9D%91%E4%B8%8A%E9%BE%8D%20%E9%99%90%E3%82%8A%E3%81%AA%E3%81%8F%E9%80%8F%E6%98%8E%E3%81%AB%E8%BF%91%E3%81%84%E3%83%96%E3%83%AB%E3%83%BC
佐木隆三__復讐するは我にあり,復讐するは我にあり,佐木隆三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_直木賞_74回（1975年下半期）_復讐するは我にあり_佐木隆三,https://calil.jp/search?q=%E4%BD%90%E6%9C%A8%E9%9A%86%E4%B8%89%20%E5%BE%A9%E8%AE%90%E3%81%99%E3%82%8B%E3%81%AF%E6%88%91%E3%81%AB%E3%81%82%E3%82%8A
日下圭介__蝶たちは今…,蝶たちは今…,日下圭介,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_江戸川乱歩賞_第21回（1975年度）受賞_蝶たちは今…_日下圭介,https://calil.jp/search?q=%E6%97%A5%E4%B8%8B%E5%9C%AD%E4%BB%8B%20%E8%9D%B6%E3%81%9F%E3%81%A1%E3%81%AF%E4%BB%8A%E2%80%A6
中上健次__岬,岬,中上健次,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_芥川賞_74回（1975年下半期）_岬_中上健次,https://calil.jp/search?q=%E4%B8%AD%E4%B8%8A%E5%81%A5%E6%AC%A1%20%E5%B2%AC
岡松和夫__志賀島,志賀島,岡松和夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_芥川賞_74回（1975年下半期）_志賀島_岡松和夫,https://calil.jp/search?q=%E5%B2%A1%E6%9D%BE%E5%92%8C%E5%A4%AB%20%E5%BF%97%E8%B3%80%E5%B3%B6
林京子__祭りの場,祭りの場,林京子,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1975_芥川賞_73回（1975年上半期）_祭りの場_林京子,https://calil.jp/search?q=%E6%9E%97%E4%BA%AC%E5%AD%90%20%E7%A5%AD%E3%82%8A%E3%81%AE%E5%A0%B4
半村良__雨やどり,雨やどり,半村良,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_直木賞_72回（1974年下半期）_雨やどり_半村良,https://calil.jp/search?q=%E5%8D%8A%E6%9D%91%E8%89%AF%20%E9%9B%A8%E3%82%84%E3%81%A9%E3%82%8A
井出孫六__アトラス伝説,アトラス伝説,井出孫六,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_直木賞_72回（1974年下半期）_アトラス伝説_井出孫六,https://calil.jp/search?q=%E4%BA%95%E5%87%BA%E5%AD%AB%E5%85%AD%20%E3%82%A2%E3%83%88%E3%83%A9%E3%82%B9%E4%BC%9D%E8%AA%AC
藤本義一__鬼の詩,鬼の詩,藤本義一,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_直木賞_71回（1974年上半期）_鬼の詩_藤本義一,https://calil.jp/search?q=%E8%97%A4%E6%9C%AC%E7%BE%A9%E4%B8%80%20%E9%AC%BC%E3%81%AE%E8%A9%A9
小林久三__暗黒告知,暗黒告知,小林久三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_江戸川乱歩賞_第20回（1974年度）受賞_暗黒告知_小林久三,https://calil.jp/search?q=%E5%B0%8F%E6%9E%97%E4%B9%85%E4%B8%89%20%E6%9A%97%E9%BB%92%E5%91%8A%E7%9F%A5
阪田寛夫__土の器,土の器,阪田寛夫,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_芥川賞_72回（1974年下半期）_土の器_阪田寛夫,https://calil.jp/search?q=%E9%98%AA%E7%94%B0%E5%AF%9B%E5%A4%AB%20%E5%9C%9F%E3%81%AE%E5%99%A8
日野啓三__あの夕陽,あの夕陽,日野啓三,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1974_芥川賞_72回（1974年下半期）_あの夕陽_日野啓三,https://calil.jp/search?q=%E6%97%A5%E9%87%8E%E5%95%93%E4%B8%89%20%E3%81%82%E3%81%AE%E5%A4%95%E9%99%BD
長部日出雄__津軽世去れ節・津軽じょんから節,津軽世去れ節・津軽じょんから節,長部日出雄,,https://sktn3pub.s3.us-east-2.amazonaws.com/no_image.jpg,1973_直木賞_69回（1973年上半期）_津軽世去れ節・津軽じょんから節_長部日出雄,https://calil.jp/search?q=%E9%95%B7%E9%83%A8%E6%97%A5%E5%87%BA%E9%9B%84%20%E6%B4%A5%E8%BB%BD%E4%B8%96%E5%8E%BB%E3%82%8C%E7%AF%80%E3%83%BB%E6%B4%A5%E8%BB%BD%E3%81%98%E3%82%87%E3%82%93%E3%81%8B%E3%82%89%E7%AF%80
